"ID_orig","ID_new"
140478,1
172552,2
187692,3
4138,4
5282,5
190346,6
71149,7
152708,8
148983,9
144401,10
150690,11
124158,12
188841,13
190155,14
1437,15
66546,16
93476,17
161593,18
58421,19
158699,20
138789,21
107090,22
145272,23
3081,24
10539,25
112263,26
93109,27
54046,28
180775,29
157453,30
163754,31
13048,32
35734,33
44877,34
139634,35
75018,36
18498,37
67161,38
137396,39
120581,40
68269,41
15666,42
12171,43
177654,44
87186,45
167117,46
169071,47
89597,48
140322,49
95696,50
64812,51
150937,52
124587,53
120263,54
3831,55
161571,56
12166,57
2378,58
79170,59
68199,60
99117,61
119829,62
133912,63
61248,64
107832,65
152989,66
88240,67
63378,68
51585,69
50364,70
152104,71
84031,72
176147,73
149073,74
54492,75
98860,76
29262,77
93811,78
105125,79
28175,80
184982,81
35949,82
11944,83
93664,84
125466,85
91906,86
138931,87
61543,88
160786,89
139469,90
6178,91
130892,92
122040,93
7935,94
15492,95
68492,96
43332,97
136666,98
155023,99
29855,100
7818,101
156796,102
122698,103
159568,104
21680,105
119773,106
187003,107
136543,108
80457,109
102764,110
84537,111
158973,112
90875,113
49224,114
84883,115
58363,116
8728,117
144002,118
163370,119
139280,120
72596,121
60320,122
146336,123
114241,124
115855,125
178272,126
173661,127
119144,128
30028,129
30559,130
115190,131
12027,132
163534,133
18950,134
53484,135
190366,136
162840,137
162159,138
51802,139
158166,140
30761,141
33064,142
106615,143
143616,144
42361,145
42788,146
182367,147
28499,148
25631,149
17692,150
42477,151
110260,152
61496,153
16120,154
180035,155
5293,156
129651,157
98561,158
38011,159
3930,160
130353,161
67717,162
134490,163
55073,164
92785,165
29507,166
88354,167
165011,168
59846,169
68586,170
145223,171
138262,172
182222,173
30070,174
16397,175
134553,176
94686,177
179649,178
138861,179
6103,180
36127,181
18167,182
105848,183
129478,184
19365,185
166532,186
75362,187
118492,188
141509,189
33569,190
121767,191
94124,192
139164,193
106685,194
62097,195
182323,196
5725,197
50743,198
7617,199
17963,200
35930,201
102622,202
90988,203
10115,204
55636,205
136324,206
52445,207
105824,208
99910,209
159850,210
68142,211
71947,212
63448,213
191800,214
189265,215
25349,216
35336,217
78022,218
95850,219
183673,220
65145,221
20251,222
159946,223
105281,224
4111,225
137107,226
136848,227
126721,228
159221,229
172374,230
181636,231
30602,232
191065,233
47422,234
150878,235
48852,236
184933,237
22846,238
140283,239
24772,240
146232,241
67282,242
184012,243
4018,244
14922,245
186899,246
6730,247
49358,248
117504,249
3162,250
1686,251
178680,252
134935,253
10619,254
103803,255
161917,256
136628,257
2478,258
17102,259
93152,260
39906,261
118135,262
60524,263
169306,264
115497,265
148074,266
132606,267
68187,268
59509,269
131882,270
164621,271
115654,272
62712,273
157314,274
123484,275
116105,276
161830,277
24773,278
6379,279
4370,280
149902,281
69975,282
161096,283
22629,284
5335,285
31750,286
66395,287
159076,288
103470,289
95033,290
129270,291
78612,292
112373,293
2140,294
173744,295
119924,296
47959,297
171471,298
103253,299
111015,300
177828,301
150154,302
167527,303
94854,304
14941,305
137437,306
109168,307
103876,308
57893,309
32964,310
124416,311
60284,312
180055,313
41140,314
41225,315
176534,316
78694,317
166202,318
111327,319
26363,320
141564,321
181735,322
92272,323
113037,324
191538,325
62234,326
13345,327
148753,328
12930,329
50038,330
86724,331
163924,332
150328,333
58788,334
24272,335
45588,336
99165,337
107872,338
158856,339
121776,340
23910,341
186204,342
64026,343
145508,344
59187,345
67235,346
41391,347
39788,348
119086,349
72555,350
135701,351
172575,352
183474,353
175229,354
167364,355
84115,356
63779,357
65040,358
18105,359
190942,360
73474,361
159789,362
8653,363
18965,364
53331,365
191819,366
53743,367
170455,368
180016,369
126374,370
36964,371
89132,372
185626,373
94346,374
33214,375
59275,376
127696,377
92668,378
48632,379
169062,380
9761,381
105073,382
143142,383
189900,384
182866,385
187746,386
36370,387
14168,388
66148,389
28446,390
119649,391
4180,392
190029,393
75856,394
101214,395
164167,396
147275,397
48381,398
50341,399
154244,400
48359,401
104469,402
113899,403
6621,404
90831,405
99589,406
85797,407
116291,408
143021,409
72861,410
841,411
152140,412
120512,413
40700,414
168017,415
117131,416
89771,417
186713,418
142030,419
89762,420
153754,421
17860,422
36329,423
207,424
12631,425
92690,426
126213,427
143701,428
171726,429
114164,430
18223,431
93737,432
148708,433
93920,434
148198,435
110126,436
174797,437
113287,438
35913,439
130269,440
66615,441
101641,442
125224,443
123845,444
105974,445
43554,446
15079,447
16218,448
120073,449
65987,450
41239,451
14819,452
139021,453
188310,454
124327,455
189105,456
178377,457
53778,458
89893,459
104205,460
108764,461
76489,462
48674,463
173999,464
138673,465
15805,466
35548,467
135856,468
36393,469
183409,470
75264,471
37396,472
29622,473
187472,474
133650,475
28950,476
151308,477
2671,478
187243,479
92507,480
96016,481
22538,482
152266,483
187837,484
123728,485
149754,486
153292,487
177750,488
188685,489
38545,490
60271,491
150454,492
163508,493
32233,494
144940,495
71685,496
95038,497
104782,498
93568,499
2181,500
73122,501
2869,502
82111,503
154559,504
157781,505
113062,506
119016,507
134452,508
166519,509
176420,510
133238,511
63317,512
29223,513
34775,514
17072,515
48270,516
64704,517
188715,518
61383,519
52616,520
149543,521
31154,522
76508,523
164141,524
140783,525
186571,526
56394,527
24257,528
142190,529
170211,530
542,531
68241,532
36465,533
98480,534
101116,535
1831,536
125354,537
73587,538
156488,539
140991,540
9750,541
6001,542
63795,543
186921,544
47723,545
44634,546
89159,547
189268,548
21382,549
161466,550
141773,551
190323,552
116394,553
93579,554
175983,555
179954,556
146387,557
9469,558
53271,559
6645,560
39235,561
126586,562
59506,563
140368,564
181283,565
69175,566
65335,567
103101,568
147906,569
142494,570
121832,571
51529,572
97093,573
48181,574
143574,575
142137,576
28855,577
114216,578
140142,579
105101,580
111925,581
96005,582
179418,583
63014,584
40930,585
22306,586
61739,587
127929,588
4391,589
22907,590
139914,591
148613,592
31704,593
46279,594
189667,595
174077,596
184606,597
25579,598
111534,599
95672,600
101832,601
123280,602
187892,603
20861,604
32436,605
25013,606
3159,607
24921,608
118087,609
163819,610
144495,611
130633,612
39836,613
16179,614
115027,615
171700,616
51524,617
75840,618
23185,619
90814,620
86941,621
148112,622
72826,623
147368,624
174373,625
169208,626
189730,627
122752,628
4315,629
182579,630
179503,631
174169,632
41834,633
172264,634
103458,635
157017,636
44294,637
147438,638
124677,639
176943,640
45614,641
143536,642
76909,643
127304,644
128001,645
109427,646
159635,647
89858,648
106897,649
24007,650
22557,651
5653,652
79873,653
121215,654
148454,655
18593,656
163937,657
15243,658
5044,659
111335,660
65557,661
171094,662
162839,663
151186,664
25243,665
77961,666
117343,667
23876,668
143008,669
84659,670
110559,671
134096,672
174536,673
60486,674
12433,675
70499,676
35422,677
14294,678
113121,679
92137,680
18287,681
45268,682
185654,683
165138,684
111174,685
190013,686
114498,687
50052,688
105030,689
166337,690
62486,691
13737,692
137370,693
43609,694
94092,695
90998,696
133697,697
44651,698
145179,699
62314,700
117142,701
148755,702
66662,703
99274,704
7576,705
86508,706
103997,707
3116,708
97361,709
117626,710
141109,711
189203,712
4681,713
77535,714
63778,715
165335,716
125858,717
106792,718
95393,719
42232,720
72821,721
158268,722
38177,723
123719,724
188946,725
164617,726
171480,727
142725,728
41769,729
11886,730
173325,731
63490,732
122041,733
76949,734
150832,735
19910,736
95531,737
5250,738
130400,739
93680,740
55660,741
163864,742
135399,743
54473,744
127898,745
40070,746
861,747
133127,748
158054,749
51087,750
65277,751
119393,752
82178,753
15649,754
71993,755
172738,756
187224,757
47242,758
127390,759
78244,760
154545,761
141382,762
147177,763
89823,764
64823,765
70588,766
12115,767
99406,768
162769,769
156669,770
62296,771
93755,772
3839,773
122275,774
30289,775
173877,776
177888,777
77053,778
33150,779
181734,780
1623,781
50621,782
163982,783
100546,784
49532,785
136853,786
127306,787
116871,788
165114,789
180514,790
114259,791
139221,792
92452,793
102938,794
91370,795
148859,796
121683,797
48806,798
118045,799
102625,800
175427,801
89821,802
139430,803
5983,804
85327,805
113704,806
153766,807
85451,808
112062,809
31284,810
9006,811
188626,812
37540,813
130572,814
64317,815
100249,816
19787,817
72501,818
92390,819
156660,820
76698,821
157913,822
152786,823
132737,824
176416,825
52196,826
89831,827
182613,828
173895,829
187874,830
11673,831
103327,832
135857,833
19496,834
51973,835
32245,836
179828,837
161494,838
12635,839
157468,840
15365,841
68600,842
132952,843
177955,844
137569,845
73820,846
69644,847
77645,848
131170,849
11986,850
95488,851
160479,852
154091,853
749,854
122682,855
169799,856
140049,857
108133,858
36998,859
155758,860
67484,861
139542,862
147027,863
179162,864
187322,865
162723,866
73644,867
99181,868
65121,869
12712,870
191549,871
183979,872
99755,873
106621,874
58286,875
62544,876
139513,877
73080,878
47239,879
22004,880
73339,881
95267,882
149971,883
149524,884
71039,885
160107,886
11357,887
86340,888
122183,889
183987,890
171381,891
59123,892
166687,893
110302,894
103025,895
28770,896
35809,897
42845,898
4059,899
71526,900
13004,901
155693,902
24552,903
126589,904
68936,905
81471,906
15143,907
121574,908
180750,909
81900,910
82373,911
126756,912
122338,913
128476,914
108639,915
26904,916
61632,917
1638,918
53051,919
6484,920
133423,921
52431,922
6480,923
89550,924
34001,925
24690,926
184391,927
137058,928
58481,929
121349,930
43816,931
41965,932
39784,933
162342,934
190921,935
153173,936
52715,937
116923,938
31674,939
90615,940
106252,941
134668,942
37005,943
152857,944
138843,945
155272,946
131231,947
22346,948
149973,949
83958,950
9312,951
156565,952
24787,953
74392,954
139330,955
190304,956
76577,957
133121,958
76664,959
10592,960
65462,961
88010,962
14210,963
165082,964
165522,965
184273,966
144153,967
78629,968
52928,969
132072,970
83674,971
5248,972
5364,973
138606,974
111601,975
37849,976
39501,977
112629,978
128270,979
19690,980
6826,981
154903,982
88066,983
147356,984
44502,985
106551,986
74628,987
49782,988
40427,989
28641,990
111509,991
13363,992
43549,993
89667,994
190788,995
11600,996
125420,997
114470,998
67431,999
187174,1000
2299,1001
20079,1002
24843,1003
37606,1004
21736,1005
65585,1006
26867,1007
49954,1008
132874,1009
84095,1010
130841,1011
80349,1012
7386,1013
14354,1014
51209,1015
156046,1016
162898,1017
11740,1018
123249,1019
98751,1020
47690,1021
115152,1022
158630,1023
45683,1024
118626,1025
24366,1026
131241,1027
37351,1028
93712,1029
99078,1030
113885,1031
37155,1032
135921,1033
134747,1034
24203,1035
19895,1036
134265,1037
73821,1038
57829,1039
79369,1040
105720,1041
46793,1042
131782,1043
65900,1044
817,1045
85268,1046
69023,1047
82451,1048
169833,1049
112167,1050
113547,1051
6624,1052
18800,1053
111913,1054
38641,1055
142288,1056
44032,1057
119339,1058
115574,1059
37739,1060
163195,1061
4122,1062
45545,1063
91020,1064
174871,1065
91503,1066
122193,1067
51916,1068
175047,1069
49173,1070
41477,1071
40115,1072
111247,1073
20795,1074
58914,1075
134344,1076
149499,1077
55123,1078
40173,1079
6263,1080
103154,1081
45743,1082
127571,1083
94267,1084
15680,1085
153280,1086
181991,1087
60310,1088
48628,1089
76926,1090
175750,1091
146446,1092
77593,1093
46690,1094
67373,1095
23560,1096
109750,1097
154417,1098
154109,1099
174320,1100
81574,1101
133816,1102
20191,1103
19501,1104
169581,1105
33335,1106
55524,1107
53053,1108
28425,1109
22134,1110
110760,1111
119070,1112
173845,1113
112171,1114
24338,1115
21416,1116
118439,1117
129214,1118
44336,1119
152711,1120
67595,1121
121717,1122
10297,1123
13193,1124
151520,1125
8466,1126
1802,1127
80381,1128
154709,1129
151340,1130
75316,1131
52795,1132
80646,1133
72424,1134
176137,1135
44242,1136
163251,1137
7736,1138
178550,1139
138633,1140
90628,1141
62008,1142
38695,1143
36946,1144
172772,1145
39933,1146
93695,1147
56750,1148
176848,1149
23204,1150
49381,1151
74815,1152
163812,1153
22786,1154
144120,1155
100524,1156
160415,1157
117388,1158
53617,1159
12396,1160
83158,1161
22393,1162
43896,1163
125521,1164
13349,1165
121813,1166
49995,1167
117804,1168
157277,1169
139774,1170
155355,1171
181946,1172
77179,1173
70485,1174
108333,1175
100425,1176
111459,1177
13542,1178
15609,1179
38382,1180
84375,1181
113438,1182
190744,1183
181413,1184
171328,1185
189847,1186
101842,1187
20237,1188
123375,1189
2083,1190
65966,1191
157140,1192
30533,1193
33250,1194
150866,1195
87831,1196
95417,1197
25948,1198
153243,1199
80062,1200
49679,1201
23329,1202
148090,1203
12381,1204
55893,1205
27292,1206
137270,1207
150670,1208
22710,1209
54924,1210
67207,1211
144004,1212
185856,1213
138441,1214
